27527801	Two novel antimicrobial defensins from rice identified by gene coexpression network analyses.	2016	Peptides	Defensins form an antimicrobial peptides (AMP) family, and have been widely studied in various plants because of their considerable inhibitory functions. However, their roles in rice (Oryza sativa L.) have not been characterized, even though rice is one of the most important staple crops that is susceptible to damaging infections. Additionally, a previous study identified 598 rice genes encoding cysteine-rich peptides, suggesting there are several uncharacterized AMPs in rice. We performed in silico gene expression and coexpression network analyses of all genes encoding defensin and defensin-like peptides, and determined that OsDEF7 and OsDEF8 are coexpressed with pathogen-responsive genes. Recombinant OsDEF7 and OsDEF8 could form homodimers. They inhibited the growth of the bacteria Xanthomonas oryzae pv. oryzae, X. oryzae pv. oryzicola, and Erwinia carotovora subsp. atroseptica with minimum inhibitory concentration (MIC) ranging from 0.6 to 63μg/mL. However, these OsDEFs are weakly active against the phytopathogenic fungi Helminthosporium oryzae and Fusarium oxysporum f.sp. cubense. This study describes a useful method for identifying potential plant AMPs with biological activities.

RESULT: In this work, we developed two new markers, named Pi9-Pro and Pi2-LRR respectively, targeting the unique polymorphisms of the resistant and susceptible alleles of Pi2 and of Pi9. The InDel marker Pi9-Pro differentiates three different genotypes corresponding to the Pi2/Piz-t, Pi9 and non-Pi2/Piz-t/Pi9 alleles, and the CAPS marker Pi2-LRR differentiates the Pi2 allele from the non-Pi2 allele. Based on the two newly developed markers and two available markers Pi2SNP and Pi9SNP, the presence of Pi2 and Pi9 was assessed in a set of 434 rice accessions consisting of 377 Chinese indica cultivars/breeding materials and 57 Chinese japonica cultivars/breeding materials. Of the 434 accessions tested, while one indica restorer line Huazhan was identified harboring the Pi2 resistance allele, no other rice line was identified harboring the Pi2 or Pi9 resistance alleles.

CONCLUSIONS: Allele-specific marker-based assessment revealed that Pi2 and Pi9 have not been widely incorporated into diverse Chinese indica rice cultivars. Thus, the two blast resistance genes can be new gene sources for developing blast resistant rice, especially indica rice, in China. The two newly developed markers should be highly useful for using Pi2 and Pi9 in marker-assisted selection (MAS) breeding programs.
27165311	Marker-free transgenic rice expressing the vegetative insecticidal protein (Vip) of Bacillus thuringiensis shows broad insecticidal properties.	2016	Planta	MAIN CONCLUSION: Genetically engineered rice lines with broad insecticidal properties against major lepidopteran pests were generated using a synthetic, truncated form of vegetative insecticidal protein (Syn vip3BR) from Bacillus thuringiensis. The selectable marker gene and the redundant transgene(s) were eliminated through Cre/ lox mediated recombination and genetic segregation to make consumer friendly Bt -rice. For sustainable resistance against lepidopteran insect pests, chloroplast targeted synthetic version of bioactive core component of a vegetative insecticidal protein (Syn vip3BR) of Bacillus thuringiensis was expressed in rice under the control of green-tissue specific ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit gene promoter. The transgenic plants (in Oryza sativa indica Swarna cultivar) showed high insect mortality rate in vitro against major rice pests, yellow stem borer (Scirpophaga incertulas), rice leaf folder (Cnaphalocrocis medinalis) and rice horn caterpillar (Melanitis leda ismene) in T1 generation, indicating insecticidal potency of Syn vip3BR. Under field conditions, the T1 plants showed considerable resistance against leaf folders and stem borers. The expression cassette (vip-lox-hpt-lox) as well as another vector with chimeric cre recombinase gene under constitutive rice ubiquitin1 gene promoter was designed for the elimination of selectable marker hygromycin phosphotransferase (hptII) gene. Crossing experiments were performed between T1 plants with single insertion site of vip-lox-hpt-lox T-DNA and one T1 plant with moderate expression of cre recombinase with linked bialaphos resistance (syn bar) gene. Marker gene excision was achieved in hybrids with up to 41.18 % recombination efficiency. Insect resistant transgenic lines, devoid of selectable marker and redundant transgene(s) (hptII + cre-syn bar), were established in subsequent generation through genetic segregation.
27209244	The availabilities of arsenic and cadmium in rice paddy fields from a mining area: The role of soil extractable and plant silicon.	2016	Environ Pollut	Adequate silicon (Si) can greatly boost rice yield and improve grain quality through alleviating stresses associated with heavy metals and metalloids such as arsenic (As) and cadmium (Cd). The soil plant-available Si is relatively low in South China due to severe desilicification and allitization of the soils in this region. Conversely, pollution of heavy metals and metalloids in the soils of this region occurs widely, especially As and Cd pollution in paddy soil. Therefore, evaluating the plant availability of Si in paddy soil of South China and examining its correlation with the availability of heavy metals and metalloids are of great significance. Accordingly, in our study, 107 pairs of soil and rice plant samples were collected from paddy fields contaminated by As and Cd in South China. Significantly positive correlations between Si in rice plants and Si fractions in soils extracted with citric acid, NaOAc-HOAc buffer, and oxalate-ammonium oxalate buffer suggest that these extractants are more suitable for use in extracting plant-available Si in the soils of our present study. Significantly negative correlations between different Si fractions and As or Cd in rice plant tissues and negative exponential correlations between the molar ratios of Si to As/Cd in rice roots, straws, husks or grains and As/Cd in rice grains indicate that Si can significantly alleviate the accumulation of As/Cd from soils to the rice plants. Finally, a contribution assessment of soil properties to As/Cd accumulation in rice grains based on random forest showed that in addition to Si concentrations in soil or rice plants, other factors such as Fe fractions and total phosphorus also contributed largely to As/Cd accumulation in rice grains. Overall, Si exhibited its unique role in mitigating As or Cd stress in rice, and our study results provide strong field evidence for this role.
27050577	Identification of a Pi9-Containing Rice Germplasm with a Newly Developed Robust Marker.	2016	Phytopathology	The Pi9 gene in rice, originating from Oryza minuta, is an effective resistance gene for controlling rice blast disease. However, currently available linked DNA markers do not accurately identify the function of Pi9, thus hindering its efficient incorporation into new cultivars through marker-assisted selection (MAS). In addition, no known Pi9-containing rice germplasm is available to breeders. In the present study, DNA sequence variation of Pi9 alleles and their family members was analyzed in 40 diverse rice germplasm accessions from the AA genome to develop a robust Pi9 marker. In total, 29 DNA primers of 20 to 23 nucleotides were designed and each possible combination of primer pairs was used to detect Pi9. Only one combination of DNA primers, KS28/KS6, was identified to specifically detect Pi9 in the monogenic line IRBL9-W. The presence of Pi9 was verified with the predicted Pi9-specific blast reaction. Subsequently, 201 genetically diverse mini-core rice accessions from 114 countries were screened with KS28/KS6. One germplasm, IR 9660-48-1-1-2, was identified to carry Pi9 and the function of Pi9 was verified with pathogenicity assays. This robust Pi9 marker and a rice germplasm, IR9660-48-1-1-2 (GSOR310687), carrying Pi9 can be used to improve blast resistance with a MAS approach.
27211925	The Fd-GOGAT1 mutant gene lc7 confers resistance to Xanthomonas oryzae pv. Oryzae in rice.	2016	Sci Rep	Disease resistance is an important goal of crop improvement. The molecular mechanism of resistance requires further study. Here, we report the identification of a rice leaf color mutant, lc7, which is defective in chlorophyll synthesis and photosynthesis but confers resistance to Xanthomonas oryzae pv. Oryzae (Xoo). Map-based cloning revealed that lc7 encodes a mutant ferredoxin-dependent glutamate synthase1 (Fd-GOGAT1). Fd-GOGAT1 has been proposed to have great potential for improving nitrogen-use efficiency, but its function in bacterial resistance has not been reported. The lc7 mutant accumulates excessive levels of ROS (reactive oxygen species) in the leaves, causing the leaf color to become yellow after the four-leaf stage. Compared to the wild type, lc7 mutants have a broad-spectrum high resistance to seven Xoo strains. Differentially expressed genes (DEGs) and qRT-PCR analysis indicate that many defense pathways that are involved in this broad-spectrum resistance are activated in the lc7 mutant. These results suggest that Fd-GOGAT1 plays an important role in broad-spectrum bacterial blight resistance, in addition to modulating nitrogen assimilation and chloroplast development.
27173349	Expression profile of rice Hsp genes under anoxic stress.	2016	Genet Mol Res	Although flooding is one of the most important environmental stresses worldwide, not all plant species are intolerant to its effects. Species from semi-aquatic environments, such as rice, have the capacity to cope with flooding stress. Heat-shock proteins (Hsps) are thought to contribute to cellular homeostasis under both optimal and adverse growth conditions. Studies of gene expression in plants exposed to low levels of oxygen revealed the up-regulation of Hsp genes. However, it is not clear whether Hsp genes are transcribed as a function of tolerance or whether they represent a response to anoxic stress. Therefore, the accumulation of Hsp gene transcripts was investigated in two different cultivars, "Nipponbare" (flooding tolerant) and "IPSL 2070" (flooding sensitive), subjected to anoxic stress. Fifteen-day-old rice root seedlings from both cultivars were used. Four different treatments were performed: no anoxia (control); 24-h anoxia; 48-h anoxia; and 72-h anoxia. Anoxic stress was confirmed by the increased gene expression of alcohol dehydrogenase. The data obtained showed that both rice cultivars ("Nipponbare" and "IPSL 2070") accumulated Hsp gene transcripts under anoxic stress; however, the majority of the Hsp genes evaluated were responsive to anoxic stress in "IPSL 2070" (flooding sensitive), whereas in "Nipponbare" (flooding tolerant), only six genes were highly up-regulated. This suggests that although Hsps have an important role in the response to anoxia, they are not the major cause of tolerance.
27208229	Features of Rice DNA Methylation Pathways in Floral Symmetry.	2016	Plant Physiol	All members of Asteraceae, the largest flowering family, have a unique compressed inflorescence known as a capitulum, which resembles a solitary flower. The capitulum often consists of bilateral (zygomorphic) ray florets and radial (actinomorphic) disc florets. In Antirrhinum majus, floral zygomorphy is established by the interplay between dorsal petal identity genes, CYCLOIDEA (CYC) and RADIALIS (RAD), and a ventral gene DIVARICATA (DIV). To investigate the role of CYC, RAD, and DIV in the development of ray and disc florets within a capitulum, we isolated homologs of these genes from an Asteraceae species, Senecio vulgaris (common groundsel). After initial uniform expression of RAY3 (CYC), SvRAD, and SvDIV1B in ray florets only, RAY3 and SvRAD were exclusively expressed in the ventral petals of the ray florets. Our functional analysis further showed that RAY3 promotes and SvDIV1B represses petal growth, confirming their roles in floral zygomorphy. Our results highlight that while floral symmetry genes such as RAY3 and SvDIV1B appear to have a conserved role in petal growth in both Senecio and Antirrhinum, the regulatory relationships and expression domains are divergent, allowing ventral petal elongation in Senecio versus dorsal petal elongation in Antirrhinum In S vulgaris, diversification of CYC genes has led to novel interactions; SvDIV1B inhibits RAY3 and SvRAD, and may activate RAY2 This highlights how recruitment of floral symmetry regulators into dynamic networks was crucial for creating a complex and elaborate structure such as the capitulum.
27126515	Magnaporthe oryzae Effector AVR-Pii Helps to Establish Compatibility by Inhibition of the Rice NADP-Malic Enzyme Resulting in Disruption of Oxidative Burst and Host Innate Immunity.	2016	Mol Cells	Plant disease resistance occurs as a hypersensitive response (HR) at the site of attempted pathogen invasion. This specific event is initiated in response to recognition of pathogen-associated molecular pattern (PAMP) and subsequent PAMP-triggered immunity (PTI) and effector-triggered immunity (ETI). Both PTI and ETI mechanisms are tightly connected with reactive oxygen species (ROS) production and disease resistance that involves distinct biphasic ROS production as one of its pivotal plant immune responses. This unique oxidative burst is strongly dependent on the resistant cultivars because a monophasic ROS burst is a hallmark of the susceptible cultivars. However, the cause of the differential ROS burst remains unknown. In the study here, we revealed the plausible underlying mechanism of the differential ROS burst through functional understanding of the Magnaporthe oryzae (M. oryzae) AVR effector, AVR-Pii. We performed yeast two-hybrid (Y2H) screening using AVR-Pii as bait and isolated rice NADP-malic enzyme2 (Os-NADP-ME2) as the rice target protein. To our surprise, deletion of the rice Os-NADP-ME2 gene in a resistant rice cultivar disrupted innate immunity against the rice blast fungus. Malic enzyme activity and inhibition studies demonstrated that AVR-Pii proteins specifically inhibit in vitro NADP-ME activity. Overall, we demonstrate that rice blast fungus, M. oryzae attenuates the host ROS burst via AVR-Pii-mediated inhibition of Os-NADP-ME2, which is indispensable in ROS metabolism for the innate immunity of rice. This characterization of the regulation of the host oxidative burst will help to elucidate how the products of AVR genes function associated with virulence of the pathogen.
27297991	ADP-glucose pyrophosphorylase large subunit 2 is essential for storage substance accumulation and subunit interactions in rice endosperm.	2016	Plant Sci	ADP-glucose pyrophosphorylase (AGPase) controls a rate-limiting step in the starch biosynthetic pathway in higher plants. Here we isolated a shrunken rice mutant w24. Map-based cloning identified OsAGPL2, a large subunit of the cytosolic AGPase in rice endosperm, as the gene responsible for the w24 mutation. In addition to severe inhibition of starch synthesis and significant accumulation of sugar, the w24 endosperm showed obvious defects in compound granule formation and storage protein synthesis. The defect in OsAGPL2 enhanced the expression levels of the AGPase family. Meanwhile, the elevated activities of starch phosphorylase 1 and sucrose synthase in the w24 endosperm might possibly partly account for the residual starch content in the mutant seeds. Moreover, the expression of OsAGPL2 and its counterpart, OsAGPS2b, was highly coordinated in rice endosperm. Yeast two-hybrid and BiFC assays verified direct interactions between OsAGPL2 and OsAGPS2b as well as OsAGPL1 and OsAGPS1, supporting the model for spatiotemporal complex formation of AGPase isoforms in rice endosperm. Besides, our data provided no evidence for the self-binding of OsAGPS2b, implying that OsAGPS2b might not interact to form higher molecular mass aggregates in the absence of OsAGPL2. Therefore, the molecular mechanism of rice AGPase assembly might differ from that of Arabidopsis.
27137867	CSN6, a subunit of the COP9 signalosome, is involved in early response to iron deficiency in Oryza sativa.	2016	Sci Rep	The COP9 signalosome (CSN) plays an important role in proteasome-mediated degradation by regulating CUL1 rubylation of the SCF ligase and is involved in many crucial biological processes. Here, we demonstrate a link between IDEF1 accumulation and the decline in COP9 derubylation activity in response to iron deficiency (-Fe) in rice (Oryza sativa). CSN6 expression is rapidly down-regulated during Fe depletion, contributing to reduced CSN activity, as judged by CSN5 and CUL1 expression, indicating CSN6 is involved in the early stage response of -Fe. In contrast to CSN6, the IDEF1 protein and expression of several iron uptake/utilisation-related genes are increased in response to -Fe. Thus, we constructed CSN6 transgenic sense and antisense lines and found that experimental depletion of CSN6 results in accumulation of the IDEF1 protein and up-regulation of several iron uptake/utilisation-related genes. Furthermore, IDEF1 can be decorated with K48-linked polyubiquitin and degraded via the 26S proteasome. Accumulated IDEF1 in antisense lines led to increased chlorophyll and Fe content in seedlings during -Fe. Collectively, the cellular CSN6 level is decreased during early stages of -Fe to ensure the rapid accumulation of IDEF1, which in turn up-regulates several iron uptake/utilisation-related genes to help overcome -Fe stress in rice.
27220955	Metabolism of L-arabinose in plants.	2016	J Plant Res	L-Arabinose (L-Ara) is a plant-specific sugar accounting for 5-10 % of cell wall saccharides in Arabidopsis (Arabidopsis thaliana) and rice (Oryza sativa). L-Ara occurs in pectic arabinan, rhamnogalacturonan II, arabinoxylan, arabinogalactan-protein (AGP), and extensin in the cell walls, as well as in glycosylated signaling peptides like CLAVATA3 and small glycoconjugates such as quercetin 3-O-arabinoside. This review focuses on recent advances towards understanding the generation of L-Ara and the metabolism of L-Ara-containing molecules in plants.
27174847	Plant phosphomannose isomerase as a selectable marker for rice transformation.	2016	Sci Rep	The E. coli phosphomannose isomerase (EcPMI) gene is widely used as a selectable marker gene (SMG) in mannose (Man) selection-based plant transformation. Although some plant species exhibit significant PMI activity and active PMIs were even identified in Man-sensitive plants, whether plant PMIs can be used as SMGs remains unclear. In this study, we isolated four novel PMI genes from Chlorella variabilis and Oryza sativa. Their isoenzymatic activities were examined in vitro and compared with that of EcPMI. The active plant PMIs were separately constructed into binary vectors as SMGs and then transformed into rice via Agrobacterium. In both Indica and Japonica subspecies, our results indicated that the plant PMIs could select and produce transgenic plants in a pattern similar to that of EcPMI. The transgenic plants exhibited an accumulation of plant PMI transcripts and enhancement of the in vivo PMI activity. Furthermore, a gene of interest was successfully transformed into rice using the plant PMIs as SMGs. Thus, novel SMGs for Man selection were isolated from plants, and our analysis suggested that PMIs encoding active enzymes might be common in plants and could potentially be used as appropriate genetic elements in cisgenesis engineering.
27242831	Characterization of Rice Homeobox Genes, OsHOX22 and OsHOX24, and Over-expression of OsHOX24 in Transgenic Arabidopsis Suggest Their Role in Abiotic Stress Response.	2016	Front Plant Sci	Homeobox transcription factors are well known regulators of plant growth and development. In this study, we carried out functional analysis of two candidate stress-responsive HD-ZIP I class homeobox genes from rice, OsHOX22, and OsHOX24. These genes were highly up-regulated under various abiotic stress conditions at different stages of rice development, including seedling, mature and reproductive stages. The transcript levels of these genes were enhanced significantly in the presence of plant hormones, including abscisic acid (ABA), auxin, salicylic acid, and gibberellic acid. The recombinant full-length and truncated homeobox proteins were found to be localized in the nucleus. Electrophoretic mobility shift assay established the binding of these homeobox proteins with specific DNA sequences, AH1 (CAAT(A/T)ATTG) and AH2 (CAAT(C/G)ATTG). Transactivation assays in yeast revealed the transcriptional activation potential of full-length OsHOX22 and OsHOX24 proteins. Homo- and hetero-dimerization capabilities of these proteins have also been demonstrated. Further, we identified putative novel interacting proteins of OsHOX22 and OsHOX24 via yeast-two hybrid analysis. Over-expression of OsHOX24 imparted higher sensitivity to stress hormone, ABA, and abiotic stresses in the transgenic Arabidopsis plants as revealed by various physiological and phenotypic assays. Microarray analysis revealed differential expression of several stress-responsive genes in transgenic lines as compared to wild-type. Many of these genes were found to be involved in transcriptional regulation and various metabolic pathways. Altogether, our results suggest the possible role of OsHOX22/OsHOX24 homeobox proteins as negative regulators in abiotic stress responses.
