10773343	Xylem-specific expression of wound-inducible rice peroxidase genes in transgenic plants.	2000	Plant Sci	A peroxidase gene, poxA, was isolated from a rice (Oryza sativa L.) genomic library. The gene consists of four exons whose combined sequences were identical to that of the prxRPA mRNA whose levels were dramatically stimulated by wounding as well as by treatment of rice shoots with ethephon or UV irradiation [H. Ito, F. Kimizuka, A. Ohbayashi, H. Matsui, M. Honma, A. Shinmyo, Y. Ohashi, A.B. Caplan, R.L. Rodriguez, Molecular cloning and characterization of two complementary DNAs encoding putative peroxidases from rice (Oryza sativa L.) shoots, Plant Cell Rep. 13 (1994) 361-366]. The temporal and spatial expression properties of the poxA gene promoter as well as that from a second related peroxidase gene, poxN, were analyzed in transgenic tobacco and rice plants using the uidA gene as a reporter. In transgenic tobacco, UV- and wound-responsive cis-elements were located within 144 bp from the translational start codon of the poxA gene. The poxN promoter, however, was inactive in the heterologous host as no significant GUS activity was evident. On the other hand, chimeric uidA genes containing 2.2 kb of the poxA promoter or 1.4 kb of poxN promoter were active in transgenic rice plants. Both peroxidase promoters directed GUS activities in a spatial and tissue specific manner coincident with the expression patterns exhibited by their mRNAs. Histochemical analysis of transgenic rice plants showed that both peroxidase genes are expressed in the vascular bundles of the shoot apex and lamina joint, and in xylem-parenchyma cells of the leaf blade and sheath.
9055819	Cloning of cDNA encoding the rice 22 kDa protein of Photosystem II (PSII-S) and analysis of light-induced expression of the gene.	1997	Gene	Cloning of rice cDNA encoding the chlorophyll-binding 22 kDa protein of Photosystem II (PSII-S) and the light-induced expression of the gene are reported. One of the light-responsive cDNA clones, isolated by screening with a light-specific subtracted cDNA probe, was shown to encode PSII-S of rice. Genomic Southern analysis suggested that the PSII-S gene, psbS, is a single-copy gene in rice. A brief exposure to red light induced a severalfold increase in the steady state level of PSII-S transcripts in etiolated seedlings. The red light effect was reversed by far-red light, suggesting involvement of phytochrome in the PSII-S gene regulation. Prolonged exposure (3 h) to blue light, however, revealed a much stronger effect than red light on the accumulation of PSII-S transcripts in the etiolated seedlings. In dark-adapted green plants, prolonged exposure to blue light induced re-accumulation of transcripts encoding PSII-S, whereas red light had little effect.
9654145	A novel importin alpha from rice, a component involved in the process of nuclear protein transport.	1998	FEBS Lett	In eukaryotes, nuclear proteins that are transported into nuclei have nuclear localization signals (NLSs), which are recognized by proteins called importin alpha. We isolated a rice cDNA, #61L, and the corresponding gene that encodes a protein, which shows significant homology to the importin alpha. Although the encoded protein had only 23-27% amino acid identity to the importin alphas from various organisms including plants, the fusion protein with glutathione S-transferase showed a specific binding activity to the NLS of SV40 T-antigen. These results suggest that the rice #61L protein is a novel importin alpha in plants.
7757340	Molecular cloning and characterization of cDNA for a rice protein that contains seven repetitive segments of the Trp-Asp forty-amino-acid repeat (WD-40 repeat).	1995	Plant Cell Physiol	A cDNA clone for a polypeptide that contained seven repetitive segments of the Trp-Asp forty-amino-acid repeat (WD-40 repeat) was isolated from a cDNA library prepared from the greening leaves of rice. The cDNA was 1,285 bp long and contained an open reading frame that encoded a protein of 334 amino acid residues, which was designated it RWD (rice protein containing the WD-40 repeat). RWD exhibited greater homology to a group of receptor for activated C-kinase (RACK), a product of auxin-regulated gene from cultured cells (arcA) and a Chlamydomonas beta subunit-like polypeptide (Cblp) rather than to the beta subunits of heterotrimeric G protein complexes. The mRNA for RWD (1.3 kb) was found in all organs of rice plants, in particular, in roots. Therefore, RWD is suggested to be a protein that is expressed constitutively.
15597740	The rice bacterial blight resistance gene xa5 encodes a novel form of disease resistance.	2004	Mol Plant Microbe Interact	The rice xa5 gene for disease resistance to Xanthomonas oryzae pv. oryzae has been positionally cloned and encodes the gamma subunit of transcription factor IIA (TFIIAgamma). TFIIAgamma is a general eukaryotic transcription factor with no previously known role in disease resistance. xa5 is unusual in that it is recessive and does not conform to one of the typical resistance gene structural classes. Sequencing of TFIIAgamma in resistant and susceptible isolines revealed two nucleotide substitutions resulting in an amino acid change between resistant and susceptible cultivars. This association was conserved across 27 resistant and nine susceptible rice lines in the Aus-Boro group.
7919992	The rice bZIP transcriptional activator RITA-1 is highly expressed during seed development.	1994	Plant Cell	Systematic protein-DNA binding studies have shown that plant basic leucine zipper (bZIP) proteins exhibit a differential binding specificity for ACGT motifs. Here, we show that the rice transcription activator-1 (RITA-1) displays a broad binding specificity for palindromic ACGT elements, being able to bind A-, C-, and G-box but not T-box elements. By using gel mobility shift assays with probes differing in sequences flanking the hexameric core, we identified high-affinity A-, C-, and G-box binding sites. Quantitative and competition DNA binding studies confirmed RITA-1 specificity for these sites. Using rice protoplasts as a transient expression system, we demonstrated that RITA-1 can transactivate reporter genes possessing high-affinity but not low-affinity RITA-1 binding sites. Our results established a direct relationship between in vivo transactivation and in vitro binding activity. Transient expression assays that demonstrated the ability of RITA-1 to transactivate a construct containing rita-1 5' flanking sequences suggest that the factor may be autoregulated. Histochemical analysis of transgenic rice plants showed that a rita-1-beta-glucuronidase transgene is expressed in aleurone and endosperm cells of developing rice seeds. We propose that RITA-1 plays a role in the regulation of rice genes expressed in developing rice seeds.
1376283	Nucleotide sequence of a cDNA clone encoding a major allergenic protein in rice seeds. Homology of the deduced amino acid sequence with members of alpha-amylase/trypsin inhibitor family.	1992	FEBS Lett	A cDNA clone of rice major allergenic protein (RAP) was isolated from a cDNA library of maturing rice seeds. The cDNA had an open reading frame (486 nucleotides) which coded a 162 amino acid residue polypeptide comprising a 27-residue signal peptide and a 135-residue mature protein of M(r) 14,764. The deduced amino acid sequence of RAP showed a considerable similarity to barley trypsin inhibitor [1983, J. Biol. Chem. 258, 7998-8003] and wheat alpha-amylase inhibitor [1981, Phytochemistry 20, 1781-1784].
15516498	Characterization of a xyloglucan endotransglucosylase gene that is up-regulated by gibberellin in rice.	2004	Plant Physiol	Xyloglucan endotransglucosylases/hydrolases (XTHs) that mediate cleavage and rejoining of the beta (1-4)-xyloglucans of the primary cell wall are considered to play an important role in the construction and restructuring of xyloglucan cross-links. A novel rice (Oryza sativa) XTH-related gene, OsXTH8, was cloned and characterized after being identified by cDNA microarray analysis of gibberellin-induced changes in gene expression in rice seedlings. OsXTH8 was a single copy gene; its full-length cDNA was 1,298 bp encoding a predicted protein of 290 amino acids. Phylogenetic analysis revealed that OsXTH8 falls outside of the three established subfamilies of XTH-related genes. OsXTH8 was preferentially expressed in rice leaf sheath in response to gibberellic acid. In situ hybridization and OsXTH8 promoter GUS fusion analysis revealed that OsXTH8 was highly expressed in vascular bundles of leaf sheath and young nodal roots where the cells are actively undergoing elongation and differentiation. OsXTH8 gene expression was up-regulated by gibberellic acid and there was very little effect of other hormones. In two genetic mutants of rice with abnormal height, the expression of OsXTH8 positively correlated with the height of the mutants. Transgenic rice expressing an RNAi construct of OsXTH8 exhibited repressed growth. These results indicate that OsXTH8 is differentially expressed in rice leaf sheath in relation to gibberellin and potentially involved in cell elongation processes.
12177461	High-level and ubiquitous expression of the rice cytochrome c gene OsCc1 and its promoter activity in transgenic plants provides a useful promoter for transgenesis of monocots.	2002	Plant Physiol	Expression patterns of a rice (Oryza sativa) cytochrome c gene OsCc1 and its promoter activity were characterized in transgenic rice plants. OsCc1 transcripts accumulate in most cell types, but to varying levels. Large amounts of OsCc1 transcripts are found in the roots, calli, and suspension cells, but relatively lower in mature leaves, demonstrating its higher levels of expression in non-photosynthetic tissues. Unlike the human cytochrome c gene, which is responsive to cAMP, OsCc1 expression is not enhanced in various rice tissues after dibutyryl cAMP treatments. OsCc1 promoter was linked to the sgfp gene and its activities in different tissues and cell types of transgenic rice plants were analyzed in comparison with the Act1 and RbcS promoters. OsCc1 promoter directs expression in virtually all organs of transgenic plants including roots, leaves, calli, embryos, and suspension cells, showing a particularly high activity in calli and roots. Activity of the OsCc1 promoter was 3-fold higher than Act1 in calli and roots and comparable with RbcS in leaves, representing a useful alternative to the maize (Zea mays) Ubi1 and the rice Act1 promoters for transgene expression in monocots.
14750524	The OsFOR1 gene encodes a polygalacturonase-inhibiting protein (PGIP) that regulates floral organ number in rice.	2003	Plant Mol Biol	We have isolated a cDNA clone, OsFOR1, from the immature panicles of rice. The OsFOR1 (Oryza sativa floral organ regulator 1) gene encodes a protein that contains a leucine-rich repeat (LRR) domain. This domain comprises 10 tandem repeats of a canonical 24-amino acid LRR sequence. The structure and the number of LRRs for OsFOR1 are similar to those of polygalacturonase-inhibiting proteins (PGIPs) from various other plant species. Moreover, the OsFOR1 recombinant protein, when fused to maltose-binding protein (MBP), shows PGIP activity against the Aspergillus niger polygalacturonase. OsFOR1 is highly expressed in the calli and immature and mature panicles, while detectable at only low levels in seedling roots and mature stems. In situ hybridization experiments showed the transcripts of OsFOR1 are present in young spikelet primordia and in almost all of the young floral organs. Transgenic approaches were used to study in vivo functioning. Antisense expression of OsFOR1 resulted in an increase in the numbers of floral organs, including the stamen, carpel, palea/lemma, stigma, and lodicule. OsFOR1 transcript was not detected in the frizzy panicle mutant, which is defective in its spikelet formation but normal in inflorescence-meristem initiation and maintenance. Therefore, we suggest that OsFOR1 plays a role in the formation and/or maintenance of floral organ primordia.
10080707	Isolation and characterization of an anther-specific gene, RA8, from rice (Oryza sativa L.).	1999	Plant Mol Biol	An anther-specific cDNA clone of rice, RA8, was isolated from an anther cDNA library by differential screening. RNA blot analysis indicated that the RA8 transcript is present specifically in anthers and the transcript level increased as flowers matured, reaching the highest level in mature flowers. The RA8 clone contains an open reading frame of 264 amino acid residues with a hydrophobic N-terminal region. The deduced amino acid sequences did not show significant homology to any known sequences. Genomic DNA blot analysis showed that RA8 is a single-copy gene. A genomic clone corresponding to the RA8 cDNA was isolated and its promoter region was fused to the beta-glucuronidase (GUS) gene. Transgenic rice plants exhibited anther-specific expression of the GUS reporter gene. Histochemical GUS analysis showed that the RA8 promoter was active in the tapetum, endothecium, and connective tissues of anthers. Experiments showed that expression of the gene starts when microspores are released from tetrads, and it reaches to the maximum level at the late vacuolated-pollen stage. The RA8 promoter may be useful for controlling gene expression in anthers of cereal plants and for generating male-sterile plants.
10852934	leafy hull sterile1 is a homeotic mutation in a rice MADS box gene affecting rice flower development.	2000	Plant Cell	Rice contains several MADS box genes. It has been demonstrated previously that one of these genes, OsMADS1 (for Oryza sativa MADS box gene1), is expressed preferentially in flowers and causes early flowering when ectopically expressed in tobacco plants. In this study, we demonstrated that ectopic expression of OsMADS1 in rice also results in early flowering. To further investigate the role of OsMADS1 during rice flower development, we generated transgenic rice plants expressing altered OsMADS1 genes that contain missense mutations in the MADS domain. There was no visible alteration in the transgenic plants during the vegetative stage. However, transgenic panicles typically exhibited phenotypic alterations, including spikelets consisting of elongated leafy paleae and lemmas that exhibit a feature of open hull, two pairs of leafy palea-like and lemma-like lodicules, a decrease in stamen number, and an increase in the number of carpels. In addition, some spikelets generated an additional floret from the same rachilla. These characteristics are very similar to those of leafy hull sterile1 (lhs1). The map position of OsMADS1 is closely linked to that of lhs1 on chromosome 3. Examination of lhs1 revealed that it contains two missense mutations in the OsMADS1 MADS domain. A genetic complementation experiment showed that the 11.9-kb genomic DNA fragment containing the wild-type OsMADS1 gene rescued the mutant phenotypes. In addition, ectopic expression of the OsMADS1 gene isolated from the lhs1 line resulted in lhs1-conferred phenotypes. These lines of evidence demonstrate that OsMADS1 is the lhs1 gene.
15983871	Structure, evolution, and expression of the two invertase gene families of rice.	2005	J Mol Evol	Invertases catalyze the irreversible hydrolysis of sucrose to glucose and fructose. Plants contain two unrelated families of these enzymes: acid forms that derive from periplasmic invertases of eubacteria and are found in cell wall and vacuole, and neutral/alkaline forms evolved from the cytosolic invertases of cyanobacteria. Genomes of rice (Oryza sativa) and thale cress (Arabidopsis thaliana) contain multiple genes encoding these two families. Here for rice we identify the member genes of a cell-wall group (designated OsCIN1-9), a vacuolar group (OsVIN1-2), and two ancient neutral/alkaline groups: alpha (OsNIN1-4) and beta (OsNIN5-8). In Arabidopsis these groups contain six, two, four and five members, respectively. It is believed that the vacuolar group evolved from the cell-wall group. We provide evidence that the N-terminal signal peptide that directs cell-wall invertases co-translationally into the endoplasmic reticulum for secretion was replaced in the vacuolar group by a sequence similar to the complex N-terminal motif that targets alkaline phosphatase post-translationally to the vacuolar membrane of yeast. Since the last common ancestor of Arabidopsis and rice, the two invertase families evolved equally rapidly via gene duplication and gene loss, but the acid invertase family underwent approximately 10 events of intron loss compared with a single event of intron gain in the neutral/alkaline invertase family. Transcripts were detected for all rice invertase genes except OsCIN9. The acid invertase genes showed greater spatial and temporal diversity of expression than the neutral/alkaline genes.
12475618	Isolation and characterization of two fructokinase cDNA clones from rice.	2003	Phytochemistry	Two cDNA clones, OsFKI and OsFKII, encoding fructokinase (EC 2.7.1.4) were isolated from immature seeds of rice (Oryza sativa L.) by PCR. OsFKI cDNA encoded a deduced protein of 323 amino acids that was 59-71% identical to previously characterized plant fructokinases. In contrast, OsFKII cDNA encoded a deduced protein of 336 amino acids that shared only 64% amino acid identity with OsFKI. The deduced proteins both possessed an ATP-binding motif and putative substrate recognition site sequences that were previously identified in bacterial fructokinases. Genomic DNA blot analysis also revealed that each fructokinase gene exists as a single copy in the rice genome. The identity of OsFKI and OsFKII as fructokinases was confirmed by the expression of enzyme activity in E. coli. Although both OsFKI and OsFKII utilized fructose as substrate, only OsFKII activity was strongly inhibited at a high fructose concentration. The mRNA corresponding to OsFKII accumulated at high levels in developing rice grains, whereas there were only low levels of OsFKI transcripts in immature seeds. These results indicate that fructokinase in rice endosperm is encoded by two divergent genes, which play different roles in rice grains for starch storage based on their sensitivity to substrate inhibition and level of transcripts in endosperm.
15849305	A novel short-root gene encodes a glucosamine-6-phosphate acetyltransferase required for maintaining normal root cell shape in rice.	2005	Plant Physiol	Glycosylation is a posttranslational modification occurring in many secreted and membrane-associated proteins in eukaryotes. It plays important roles in both physiological and pathological processes. Most of these protein modifications depend on UDP-N-acetylglucosamine. In this study, a T-DNA insertional rice (Oryza sativa) mutant exhibiting a temperature-sensitive defect in root elongation was isolated. Genetic and molecular analysis indicated that the mutated phenotype was caused by loss of function of a gene encoding a glucosamine-6-P acetyltransferase (designated OsGNA1), which is involved in de novo UDP-N-acetylglucosamine biosynthesis. The aberrant root morphology of the gna1 mutant includes shortening of roots, disruption of microtubules, and shrinkage of cells in the root elongation zone. Our observations support the idea that protein glycosylation plays a key role in cell metabolism, microtubule stabilization, and cell shape in rice roots.
15169941	Identification and molecular characterization of myosin gene family in Oryza sativa genome.	2004	Plant Cell Physiol	Myosins play an important role in various developmental processes in plants. We have identified 14 myosin genes in rice (Oryza sativa cv. Nipponbare) genome using sequence information available in public databases. Phylogenetic analysis of these sequences with other plant and non-plant myosins revealed that two of the predicted sequences belonged to class VIII and the others to class XI. All of these genes were distributed on seven chromosomes in the rice genome. Domain searches on these sequences indicated that a typical rice myosin consisted of Myosin_N, head domain, neck (IQ motifs), tail, and dilute (DIL) domain. Based on the sequence information obtained from predicted myosins, we isolated and sequenced two full-length cDNAs, OsMyoVIIIA and OsMyoXIE, representing each of the two classes of myosins. These two cDNAs isolated from different organs existed in isoforms due to differential splicing and showed minor differences from the predicted myosin in exon organization. Out of 14 myosin genes 11 were expressed in three major organs: leaves, panicles, and roots, among which three myosins exhibited different expression levels. On the other hand, three of the total myosin sequences showed organ-specific expression. The existence of different myosin genes and their isoforms in different organs or tissues indicates the diversity of myosin functions in rice.
15952069	The Oryza sativa no pollen (Osnop) gene plays a role in male gametophyte development and most likely encodes a C2-GRAM domain-containing protein.	2005	Plant Mol Biol	Phenotype screens of Ds insertional lines identified a male sterile Orysa sativa no pollen (Osnop) mutant with a pollen-less phenotype at the flowering stage. The mutant phenotype showed linkage to Ds insertion into Osnop gene region. This mutant contained a deletion of 65 kb chromosomal region at the site of Ds insertion containing 14 predicted genes. Out of these deleted genes, Delegen 5-7, 9-10 were redundant, as two or three copies were present with 100% homology in other regions of rice genome. RT-PCR analysis showed that Delegen 5-7 were expressed not only in wild type plants but also in the mutant plants. In addition to this, Delegen 8-10 transcripts could not be detected under normal growth conditions, and Delegen 12 was expressed only in roots, thus deletion of these genes may not affect the pollen development. Our data and analysis also ruled out the possibility of delegen 1-4, 11, and 13 as candidates contributing to the pollen-less phenotype. Further investigation showed that the delegen 14 was expressed only in late stage of pollen development with the highest expression at the stage of pollen release and germination by RT-PCR, Northern blotting, in situ hybridization, and promoter-GUS transgenic plants. Thus, the delegen 14 gene is the best candidate for Osnop, corresponding to the pollen-less phenotype in the mutant. Our data suggest that delegen 14 may play an important role during late stage of pollen development and its germination. Since the delegen 14 gene has both C(2) and GRAM domains, it can be assumed that this gene cross-links both calcium and phosphoinositide signaling pathways. This is the first report to suggest possible functions for this gene in plant development.
