DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN
unknown	sequence	1187	1198	mutagenesis	mutated_variant_site	SO:0001148		S11	Sequence Ontology
unknown	biological_process	1187	1198	mutagenesis	obsolete mutagenesis	GO:0006280		S11	Gene Ontology
unknown	chemical	1213	1216	His	L-histidyl group	CHEBI:32514		S11	ChEBI
unknown	chemical	1213	1216	His	N(2)-L-histidino group	CHEBI:32515		S11	ChEBI
unknown	chemical	1213	1216	His	L-histidine residue	CHEBI:29979		S11	ChEBI
unknown	chemical	1213	1216	His	L-histidine	CHEBI:15971		S11	ChEBI
unknown	sequence	1213	1216	His	histidine	SO:0001452		S11	Sequence Ontology
unknown	chemical	1222	1225	Tyr	L-tyrosyl group	CHEBI:32764		S11	ChEBI
unknown	chemical	1222	1225	Tyr	L-tyrosino group	CHEBI:46857		S11	ChEBI
unknown	chemical	1222	1225	Tyr	L-tyrosine residue	CHEBI:46858		S11	ChEBI
unknown	chemical	1222	1225	Tyr	L-tyrosinyl radical residue	CHEBI:32766		S11	ChEBI
unknown	chemical	1222	1225	Tyr	L-tyrosinate residue	CHEBI:29977		S11	ChEBI
unknown	sequence	1222	1225	Tyr	tyrosine	SO:0001446		S11	Sequence Ontology
unknown	gene/protein	1222	1225	Tyr	tyrosinase	PR:000016877		S11	Protein Ontology
unknown	chemical	1222	1225	Tyr	L-tyrosine	CHEBI:17895		S11	ChEBI
unknown	gene/protein	1222	1225	Tyr	tyramine/octopamine receptor (fruit fly)	PR:P22270		S11	Protein Ontology
unknown	chemical	1222	1225	Tyr	tyrosine	CHEBI:18186		S11	ChEBI
unknown	chemical	1235	1238	Ser	L-serino group	CHEBI:32839		S11	ChEBI
unknown	chemical	1235	1238	Ser	L-serine	CHEBI:17115		S11	ChEBI
unknown	sequence	1235	1238	Ser	serine	SO:0001444		S11	Sequence Ontology
unknown	chemical	1235	1238	Ser	L-seryl group	CHEBI:32838		S11	ChEBI
unknown	gene/protein	1235	1238	Ser	sialoadhesin	PR:000001931		S11	Protein Ontology
unknown	cellular_component	1235	1238	Ser	smooth endoplasmic reticulum	GO:0005790		S11	Gene Ontology
unknown	chemical	1235	1238	Ser	L-serine residue	CHEBI:29999		S11	ChEBI
unknown	gene/protein	1235	1238	Ser	Sialoadhesin	Q62230		S11	Swiss-Prot
unknown	chemical	1266	1271	alpha	alpha-particle	CHEBI:30216		S11	ChEBI
unknown	molecular_function	1272	1281	oxygenase	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:0016701		S11	Gene Ontology
unknown	sequence	1311	1320	conserved	conserved	SO:0000856		S12	Sequence Ontology
unknown	chemical	1344	1348	heme	heme	CHEBI:30413		S12	ChEBI
unknown	chemical	1344	1348	heme	ferroheme b	CHEBI:17627		S12	ChEBI
unknown	chemical	1344	1348	heme	Heme	D006418		S12	MeSH desc (Chemicals and Drugs)
unknown	chemical	1344	1348	heme	heme b	CHEBI:26355		S12	ChEBI
unknown	molecular_function	1349	1355	ligand	binding	GO:0005488		S12	Gene Ontology
unknown	chemical	1349	1355	ligand	ligand	CHEBI:52214		S12	ChEBI
unknown	chemical	1371	1378	radical	radical	CHEBI:26519		S12	ChEBI
unknown	sequence	1456	1463	binding	non_covalent_binding_site	SO:0001091		S12	Sequence Ontology
unknown	molecular_function	1456	1463	binding	binding	GO:0005488		S12	Gene Ontology
unknown	sequence	1456	1463	binding	polypeptide_binding_motif	SO:0100018		S12	Sequence Ontology
unknown	chemical	1555	1560	alpha	alpha-particle	CHEBI:30216		S13	ChEBI
unknown	molecular_function	1561	1570	oxygenase	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:0016701		S13	Gene Ontology
unknown	organism	1616	1620	rice	Oryza	D012275		S14	MeSH desc (Organisms)
unknown	organism	1616	1620	rice	Oryza sativa	4530		S14	NCBI Taxonomy
unknown	chemical	1621	1626	alpha	alpha-particle	CHEBI:30216		S14	ChEBI
unknown	molecular_function	1627	1636	oxygenase	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:0016701		S14	Gene Ontology
unknown	chemical	1663	1672	imidazole	1H-imidazole	CHEBI:16069		S14	ChEBI
unknown	chemical	1663	1672	imidazole	imidazolium cation	CHEBI:50059		S14	ChEBI
unknown	chemical	1663	1672	imidazole	imidazole	C029899		S14	MeSH supp (Chemicals and Drugs)
unknown	chemical	1663	1672	imidazole	imidazole	CHEBI:14434		S14	ChEBI
unknown	chemical	1710	1733	anti-inflammatory drugs	anti-inflammatory drug	CHEBI:35472		S14	ChEBI
unknown	chemical	1728	1733	drugs	drug	CHEBI:23888		S14	ChEBI
unknown	chemical	1743	1750	aspirin	Aspirin	D001241		S14	MeSH desc (Chemicals and Drugs)
unknown	chemical	1743	1750	aspirin	acetylsalicylic acid	CHEBI:15365		S14	ChEBI
unknown	chemical	1752	1761	ibuprofen	levibuprofen	CHEBI:47835		S14	ChEBI
unknown	chemical	1752	1761	ibuprofen	ibuprofen	CHEBI:5855		S14	ChEBI
unknown	chemical	1752	1761	ibuprofen	Ibuprofen	D007052		S14	MeSH desc (Chemicals and Drugs)
unknown	chemical	1752	1761	ibuprofen	ibuprofen(1-)	CHEBI:132922		S14	ChEBI
unknown	chemical	1752	1761	ibuprofen	dexibuprofen	CHEBI:43415		S14	ChEBI
unknown	chemical	1767	1779	flurbiprofen	(S)-flurbiprofen	CHEBI:42446		S14	ChEBI
unknown	chemical	1767	1779	flurbiprofen	Flurbiprofen	D005480		S14	MeSH desc (Chemicals and Drugs)
unknown	chemical	1767	1779	flurbiprofen	flurbiprofen	CHEBI:5130		S14	ChEBI
unknown	chemical	1813	1823	inhibitors	inhibitor	CHEBI:35222		S14	ChEBI
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	Q05855		S15	Swiss-Prot
unknown	chemical	1838	1848	peroxidase	Peroxidase	CHEBI:8027		S15	ChEBI
unknown	chemical	1838	1848	peroxidase	Peroxidase	D009195		S15	MeSH desc (Chemicals and Drugs)
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P28314		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Cytochrome P450 119	Q55080		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P15984		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P28313		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	B3EWG7		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P85317		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	A8NK72		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	Q01603		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P84714		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P16147		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Purple acid phosphatase 17	Q9SCX8		S15	Swiss-Prot
unknown	gene/protein	1838	1848	peroxidase	Peroxidase	P85957		S15	Swiss-Prot
unknown	molecular_function	1838	1857	peroxidase activity	peroxidase activity	GO:0004601		S15	Gene Ontology
unknown	chemical	1885	1890	alpha	alpha-particle	CHEBI:30216		S15	ChEBI
unknown	molecular_function	1891	1900	oxygenase	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:0016701		S15	Gene Ontology
unknown	chemical	1906	1919	palmitic acid	hexadecanoic acid	CHEBI:15756		S15	ChEBI
unknown	chemical	1906	1919	palmitic acid	Palmitic Acid	D019308		S15	MeSH desc (Chemicals and Drugs)
unknown	chemical	1915	1919	acid	acid	CHEBI:37527		S15	ChEBI
unknown	gene/protein	1915	1921	acid 2	prostate tumor-overexpressed gene 1 protein	PR:000013439		S15	Protein Ontology
unknown	chemical	1922	1935	hydroperoxide	hydroperoxide	CHEBI:35923		S15	ChEBI
unknown	chemical	1922	1935	hydroperoxide	ROOH	CHEBI:79974		S15	ChEBI
unknown	chemical	1922	1935	hydroperoxide	Hydrogen Peroxide	D006861		S15	MeSH desc (Chemicals and Drugs)
unknown	chemical	2016	2021	alpha	alpha-particle	CHEBI:30216		S16	ChEBI
unknown	molecular_function	2022	2031	oxygenase	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	GO:0016701		S16	Gene Ontology
