DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN
unknown	sequence	908	914	domain	polypeptide_domain	SO:0000417		S9	Sequence Ontology
unknown	gene/protein	918	924	OsBAK1	LRR receptor kinase BAK1	Q6Z4U4		S9	Swiss-Prot
unknown	cellular_component	938	951	extracellular	extracellular region	GO:0005576		S9	Gene Ontology
unknown	sequence	952	958	domain	polypeptide_domain	SO:0000417		S9	Sequence Ontology
unknown	gene/protein	962	968	OsBAK1	LRR receptor kinase BAK1	Q6Z4U4		S9	Swiss-Prot
unknown	organism	1018	1022	rice	Oryza	D012275		S9	MeSH desc (Organisms)
unknown	organism	1018	1022	rice	Oryza sativa	4530		S9	NCBI Taxonomy
unknown	gene/protein	1071	1077	OsBAK1	LRR receptor kinase BAK1	Q6Z4U4		S10	Swiss-Prot
unknown	gene/protein	1109	1115	traits	ELL-associated factor 2 (rat)	PR:Q811X5		S10	Protein Ontology
unknown	gene/protein	1109	1115	traits	ELL-associated factor 2	PR:000006862		S10	Protein Ontology
unknown	gene/protein	1109	1115	traits	ELL-associated factor 2 (mouse)	PR:Q91ZD6		S10	Protein Ontology
unknown	organism	1119	1123	rice	Oryza	D012275		S10	MeSH desc (Organisms)
unknown	organism	1119	1123	rice	Oryza sativa	4530		S10	NCBI Taxonomy
unknown	disease	1194	1201	disease	Disease	D004194		S10	MeSH desc (Diseases)
unknown	biological_process	1194	1212	disease resistance	obsolete disease resistance	GO:0009614		S10	Gene Ontology
unknown	disease	1194	1212	disease resistance	Disease Resistance	D060467		S10	MeSH desc (Diseases)
unknown	organism	1257	1261	rice	Oryza	D012275		S11	MeSH desc (Organisms)
unknown	organism	1257	1261	rice	Oryza sativa	4530		S11	NCBI Taxonomy
unknown	biological_process	1297	1309	reproduction	reproduction	GO:0000003		S11	Gene Ontology
unknown	gene/protein	1310	1313	can	carbonic anhydrase 2	PR:000034449		S11	Protein Ontology
unknown	gene/protein	1373	1379	OsBAK1	LRR receptor kinase BAK1	Q6Z4U4		S11	Swiss-Prot
unknown	gene/protein	1392	1398	OsBAK1	LRR receptor kinase BAK1	Q6Z4U4		S12	Swiss-Prot
unknown	organism	1452	1456	rice	Oryza	D012275		S12	MeSH desc (Organisms)
unknown	organism	1452	1456	rice	Oryza sativa	4530		S12	NCBI Taxonomy
unknown	organism	1482	1486	rice	Oryza	D012275		S12	MeSH desc (Organisms)
unknown	organism	1482	1486	rice	Oryza sativa	4530		S12	NCBI Taxonomy
